Project_ID,Display Width (Feet),Display Height (Feet),Total Area Sq Ft,Pixel Pitch,Cabinet Width (mm),Cabinet Height (mm),Module Width (mm),Module Height (mm),Aspect Ratio,Installation Type,Brightness (nits),Refresh Rate (Hz),Display Width (mm),Display Height (mm),Horizontal Pixels,Vertical Pixels,Total Pixels,Total Megapixels,Cabinets Horizontal,Cabinets Vertical,Total Cabinets,Modules per Cabinet,Total Modules,Estimated Data Rate (Gbps),Required Sending Cards,Required Receiving Cards,Redundancy Required,Control Mode,Controller Type,Controller Brand,Controller Model,Controller Series,Maximum Load Pixels,Maximum Width Pixels,Maximum Height Pixels,Maximum Ethernet Ports,Maximum Fiber Ports,Controller Units Required,Controller Load %,Recommended Usage,Reason for Selection,Selection Confidence %,Approx Controller Price (USD),Approx Controller Price (INR),Official Product URL,Official Datasheet URL,Manufacturer,Country,Availability,AI Explanation
PRJ-07917,62.99,66.14,4166.16,P6,960,960,192,192,20:21,Outdoor,5200,3840,19200,20160,3200,3360,10752000,10.752,20,21,420,25,10500,17.805,1,420,Yes,Synchronous,Sync Sender/Processor,Colorlight,X20,X Series,13000000,16384,8192,20,4,1,82.7,"Premium rental, e-sports, studios",Smallest economical controller with >=10% headroom: 10.75MP load vs 13.00MP capacity (82.7% utilization); width 3200px <= 16384px and height 3360px <= 8192px limits satisfied.,92,4300,361200,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 3200 x 3360 which equals 10.75 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP1640 (10,400,000 px) but fits within the Colorlight X20 capacity of 13,000,000 px with a 10% safety margin (load 82.7%), the AI recommends Colorlight X20 (20x 1G Ethernet, 4x fiber). 17 Ethernet port(s) and 420 receiving card(s) are required for the 420-cabinet outdoor P6 display."
PRJ-07918,69.29,119.69,8293.32,P8,960,960,320,160,11:19,Outdoor,8400,1920,21120,36480,2640,4560,12038400,12.038,22,38,836,18,15048,19.936,1,836,Yes,Synchronous,Fiber Distribution System,NovaStar,MX2000 Pro,MX Series,26000000,16384,16384,0,8,1,46.3,"Giant outdoor facades, 8K studios",Smallest economical controller with >=10% headroom: 12.04MP load vs 26.00MP capacity (46.3% utilization); width 2640px <= 16384px and height 4560px <= 16384px limits satisfied.,99,14500,1218000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 2640 x 4560 which equals 12.04 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight X20 (13,000,000 px) but fits within the NovaStar MX2000 Pro capacity of 26,000,000 px with a 10% safety margin (load 46.3%), the AI recommends NovaStar MX2000 Pro (0x 1G Ethernet, 8x fiber). 19 Ethernet port(s) and 836 receiving card(s) are required for the 836-cabinet outdoor P8 display."
PRJ-07919,6.3,14.7,92.61,P4,640,640,320,160,3:7,Indoor,1900,1920,1920,4480,480,1120,537600,0.538,3,7,21,8,168,0.89,1,21,No,Synchronous,Sync Sender/Processor,NovaStar,VX1,VX Series,1300000,4096,2048,2,0,1,41.4,"Retail, meeting rooms, small stages",Smallest economical controller with >=10% headroom: 0.54MP load vs 1.30MP capacity (41.4% utilization); width 480px <= 4096px and height 1120px <= 2048px limits satisfied.,99,520,43680,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 480 x 1120 which equals 0.54 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-C10 (520,000 px) but fits within the NovaStar VX1 capacity of 1,300,000 px with a 10% safety margin (load 41.4%), the AI recommends NovaStar VX1 (2x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 21 receiving card(s) are required for the 21-cabinet indoor P4 display."
PRJ-07920,96.59,40.94,3954.39,P8,1280,960,320,160,2.36:1,Outdoor,5000,3840,29440,12480,3680,1560,5740800,5.741,23,13,299,24,7176,9.507,1,299,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1620,HD-VP Series,10400000,16384,8192,16,2,1,55.2,Very large budget walls,Smallest economical controller with >=10% headroom: 5.74MP load vs 10.40MP capacity (55.2% utilization); width 3680px <= 16384px and height 1560px <= 8192px limits satisfied.,92,1950,163800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 3680 x 1560 which equals 5.74 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the Huidu HD-VP1620 capacity of 10,400,000 px with a 10% safety margin (load 55.2%), the AI recommends Huidu HD-VP1620 (16x 1G Ethernet, 2x fiber). 9 Ethernet port(s) and 299 receiving card(s) are required for the 299-cabinet outdoor P8 display."
PRJ-07921,79.79,25.2,2010.71,P10,1280,960,160,160,19:6,Outdoor,6200,3840,24320,7680,2432,768,1867776,1.868,19,8,152,48,7296,3.093,1,152,Yes,Asynchronous (PC-free),Async Media Player/Card,NovaStar,T60,Taurus Series,2300000,4096,2048,4,0,1,81.2,"OEM integration, larger totems",Smallest economical controller with >=10% headroom: 1.87MP load vs 2.30MP capacity (81.2% utilization); width 2432px <= 4096px and height 768px <= 2048px limits satisfied.,91,260,21840,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 2432 x 768 which equals 1.87 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A603 (2,000,000 px) but fits within the NovaStar T60 capacity of 2,300,000 px with a 10% safety margin (load 81.2%), the AI recommends NovaStar T60 (4x 1G Ethernet, 0x fiber). 3 Ethernet port(s) and 152 receiving card(s) are required for the 152-cabinet outdoor P10 display."
PRJ-07922,40.94,53.54,2191.93,P5,960,960,320,160,13:17,Outdoor,4800,3840,12480,16320,2496,3264,8146944,8.147,13,17,221,18,3978,13.491,1,221,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1620,HD-VP Series,10400000,16384,8192,16,2,1,78.3,Very large budget walls,Smallest economical controller with >=10% headroom: 8.15MP load vs 10.40MP capacity (78.3% utilization); width 2496px <= 16384px and height 3264px <= 8192px limits satisfied.,89,1950,163800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 2496 x 3264 which equals 8.15 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar MCTRL4K (8,850,000 px) but fits within the Huidu HD-VP1620 capacity of 10,400,000 px with a 10% safety margin (load 78.3%), the AI recommends Huidu HD-VP1620 (16x 1G Ethernet, 2x fiber). 13 Ethernet port(s) and 221 receiving card(s) are required for the 221-cabinet outdoor P5 display."
PRJ-07923,104.33,2.21,230.57,P1.25,600,675,150,168.75,47.11:1,Indoor,700,1920,31800,675,25440,540,13737600,13.738,53,1,53,16.0,848.0,22.749,1,53,Yes,Synchronous,Splicing Processor,NovaStar,H5,H Series,39000000,32768,16384,60,12,1,35.2,"Large control rooms, command centers",Smallest economical controller with >=10% headroom: 13.74MP load vs 39.00MP capacity (35.2% utilization); width 25440px <= 32768px and height 540px <= 16384px limits satisfied.,98,9800,823200,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 25440 x 540 which equals 13.74 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight X20 (13,000,000 px) but fits within the NovaStar H5 capacity of 39,000,000 px with a 10% safety margin (load 35.2%), the AI recommends NovaStar H5 (60x 1G Ethernet, 12x fiber). 22 Ethernet port(s) and 53 receiving card(s) are required for the 53-cabinet indoor P1.25 display."
PRJ-07924,37.8,37.8,1428.84,P5,1280,960,320,160,1:1,Indoor,6400,3840,11520,11520,2304,2304,5308416,5.308,9,12,108,24,2592,8.791,1,108,Yes,Synchronous,Sync Sender/Processor,Colorlight,X12,X Series,7800000,10240,8192,12,2,1,68.1,Large fixed installs,Smallest economical controller with >=10% headroom: 5.31MP load vs 7.80MP capacity (68.1% utilization); width 2304px <= 10240px and height 2304px <= 8192px limits satisfied.,93,1650,138600,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 2304 x 2304 which equals 5.31 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the Colorlight X12 capacity of 7,800,000 px with a 10% safety margin (load 68.1%), the AI recommends Colorlight X12 (12x 1G Ethernet, 2x fiber). 9 Ethernet port(s) and 108 receiving card(s) are required for the 108-cabinet indoor P5 display."
PRJ-07925,49.13,35.91,1764.26,P6,576,576,192,192,26:19,Outdoor,4600,3840,14976,10944,2496,1824,4552704,4.553,26,19,494,9,4446,7.539,1,494,Yes,Asynchronous (PC-free),Async Media Player/Card,Colorlight,A500,A Series,5200000,8192,4096,8,0,1,87.6,Large DOOH billboards,Smallest economical controller with >=10% headroom: 4.55MP load vs 5.20MP capacity (87.6% utilization); width 2496px <= 8192px and height 1824px <= 4096px limits satisfied.,91,980,82320,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 2496 x 1824 which equals 4.55 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP620 (3,900,000 px) but fits within the Colorlight A500 capacity of 5,200,000 px with a 10% safety margin (load 87.6%), the AI recommends Colorlight A500 (8x 1G Ethernet, 0x fiber). 8 Ethernet port(s) and 494 receiving card(s) are required for the 494-cabinet outdoor P6 display."
PRJ-07926,205.77,115.49,23764.38,P5,640,640,320,160,1.78:1,Indoor,4600,1920,62720,35200,12544,7040,88309760,88.31,98,55,5390,8,43120,146.241,1,5390,Yes,Synchronous,Splicing Processor,NovaStar,H15,H Series,104000000,65536,32768,160,32,1,84.9,"National command centers, mega venues",Smallest economical controller with >=10% headroom: 88.31MP load vs 104.00MP capacity (84.9% utilization); width 12544px <= 65536px and height 7040px <= 32768px limits satisfied.,92,32000,2688000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 12544 x 7040 which equals 88.31 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar H9 (65,000,000 px) but fits within the NovaStar H15 capacity of 104,000,000 px with a 10% safety margin (load 84.9%), the AI recommends NovaStar H15 (160x 1G Ethernet, 32x fiber). 136 Ethernet port(s) and 5390 receiving card(s) are required for the 5390-cabinet indoor P5 display."
PRJ-07927,71.39,21.0,1499.19,P10,640,640,320,160,17:5,Outdoor,8100,1920,21760,6400,2176,640,1392640,1.393,34,10,340,8,2720,2.306,1,340,Yes,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-A7,A Series,2300000,4096,2048,4,0,1,60.5,Larger DOOH and storefront walls,Smallest economical controller with >=10% headroom: 1.39MP load vs 2.30MP capacity (60.5% utilization); width 2176px <= 4096px and height 640px <= 2048px limits satisfied.,95,360,30240,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 2176 x 640 which equals 1.39 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight S2 (1,310,000 px) but fits within the Huidu HD-A7 capacity of 2,300,000 px with a 10% safety margin (load 60.5%), the AI recommends Huidu HD-A7 (4x 1G Ethernet, 0x fiber). 3 Ethernet port(s) and 340 receiving card(s) are required for the 340-cabinet outdoor P10 display."
PRJ-07928,124.72,34.02,4242.97,P6,1152,1152,384,192,11:3,Outdoor,6600,1920,38016,10368,6336,1728,10948608,10.949,33,9,297,18,5346,18.131,1,297,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX2000 Pro,VX Series,13000000,16384,8192,20,4,1,84.2,"Large premium rental, studios",Smallest economical controller with >=10% headroom: 10.95MP load vs 13.00MP capacity (84.2% utilization); width 6336px <= 16384px and height 1728px <= 8192px limits satisfied.,91,5900,495600,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 6336 x 1728 which equals 10.95 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP1640 (10,400,000 px) but fits within the NovaStar VX2000 Pro capacity of 13,000,000 px with a 10% safety margin (load 84.2%), the AI recommends NovaStar VX2000 Pro (20x 1G Ethernet, 4x fiber). 17 Ethernet port(s) and 297 receiving card(s) are required for the 297-cabinet outdoor P6 display."
PRJ-07929,15.75,18.9,297.67,P4,960,960,320,160,5:6,Indoor,4900,1920,4800,5760,1200,1440,1728000,1.728,5,6,30,18,540,2.862,1,30,No,Asynchronous (PC-free),Async Media Player/Card,NovaStar,T60,Taurus Series,2300000,4096,2048,4,0,1,75.1,"OEM integration, larger totems",Smallest economical controller with >=10% headroom: 1.73MP load vs 2.30MP capacity (75.1% utilization); width 1200px <= 4096px and height 1440px <= 2048px limits satisfied.,91,260,21840,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 1200 x 1440 which equals 1.73 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight S2 (1,310,000 px) but fits within the NovaStar T60 capacity of 2,300,000 px with a 10% safety margin (load 75.1%), the AI recommends NovaStar T60 (4x 1G Ethernet, 0x fiber). 3 Ethernet port(s) and 30 receiving card(s) are required for the 30-cabinet indoor P4 display."
PRJ-07930,56.69,56.69,3213.76,P10,960,960,320,160,1:1,Outdoor,9500,1920,17280,17280,1728,1728,2985984,2.986,18,18,324,18,5832,4.945,1,324,Yes,Synchronous,Sync Sender/Processor,NovaStar,MCTRL4K,MCTRL Series,8850000,7680,3840,16,4,1,33.7,"4K fixed installs, control rooms",Smallest economical controller with >=10% headroom: 2.99MP load vs 8.85MP capacity (33.7% utilization); width 1728px <= 7680px and height 1728px <= 3840px limits satisfied.,96,3200,268800,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 1728 x 1728 which equals 2.99 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the NovaStar MCTRL4K capacity of 8,850,000 px with a 10% safety margin (load 33.7%), the AI recommends NovaStar MCTRL4K (16x 1G Ethernet, 4x fiber). 5 Ethernet port(s) and 324 receiving card(s) are required for the 324-cabinet outdoor P10 display."
PRJ-07931,197.38,97.64,19272.18,P10,1280,960,320,160,2.02:1,Outdoor,9500,3840,60160,29760,6016,2976,17903616,17.904,47,31,1457,24,34968,29.648,1,1457,Yes,Synchronous,Fiber Distribution System,NovaStar,MX2000 Pro,MX Series,26000000,16384,16384,0,8,1,68.9,"Giant outdoor facades, 8K studios",Smallest economical controller with >=10% headroom: 17.90MP load vs 26.00MP capacity (68.9% utilization); width 6016px <= 16384px and height 2976px <= 16384px limits satisfied.,95,14500,1218000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 6016 x 2976 which equals 17.90 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight X20 (13,000,000 px) but fits within the NovaStar MX2000 Pro capacity of 26,000,000 px with a 10% safety margin (load 68.9%), the AI recommends NovaStar MX2000 Pro (0x 1G Ethernet, 8x fiber). 28 Ethernet port(s) and 1457 receiving card(s) are required for the 1457-cabinet outdoor P10 display."
PRJ-07932,83.99,37.8,3174.82,P5,1280,960,320,160,20:9,Outdoor,4700,3840,25600,11520,5120,2304,11796480,11.796,20,12,240,24,5760,19.535,1,240,Yes,Synchronous,Fiber Distribution System,NovaStar,MX2000 Pro,MX Series,26000000,16384,16384,0,8,1,45.4,"Giant outdoor facades, 8K studios",Smallest economical controller with >=10% headroom: 11.80MP load vs 26.00MP capacity (45.4% utilization); width 5120px <= 16384px and height 2304px <= 16384px limits satisfied.,95,14500,1218000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 5120 x 2304 which equals 11.80 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight X20 (13,000,000 px) but fits within the NovaStar MX2000 Pro capacity of 26,000,000 px with a 10% safety margin (load 45.4%), the AI recommends NovaStar MX2000 Pro (0x 1G Ethernet, 8x fiber). 19 Ethernet port(s) and 240 receiving card(s) are required for the 240-cabinet outdoor P5 display."
PRJ-07933,29.4,34.65,1018.71,P5,1280,960,320,160,28:33,Outdoor,6400,1920,8960,10560,1792,2112,3784704,3.785,7,11,77,24,1848,6.267,1,77,Yes,Synchronous,Sync Sender/Processor,Colorlight,X8,X Series,5200000,8192,8192,8,2,1,72.8,"Large indoor walls, outdoor billboards",Smallest economical controller with >=10% headroom: 3.79MP load vs 5.20MP capacity (72.8% utilization); width 1792px <= 8192px and height 2112px <= 8192px limits satisfied.,93,980,82320,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 1792 x 2112 which equals 3.79 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP620 (3,900,000 px) but fits within the Colorlight X8 capacity of 5,200,000 px with a 10% safety margin (load 72.8%), the AI recommends Colorlight X8 (8x 1G Ethernet, 2x fiber). 6 Ethernet port(s) and 77 receiving card(s) are required for the 77-cabinet outdoor P5 display."
PRJ-07934,75.59,100.79,7618.72,P8,1280,960,320,160,3:4,Outdoor,8300,3840,23040,30720,2880,3840,11059200,11.059,18,32,576,24,13824,18.314,1,576,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX2000 Pro,VX Series,13000000,16384,8192,20,4,1,85.1,"Large premium rental, studios",Smallest economical controller with >=10% headroom: 11.06MP load vs 13.00MP capacity (85.1% utilization); width 2880px <= 16384px and height 3840px <= 8192px limits satisfied.,91,5900,495600,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 2880 x 3840 which equals 11.06 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP1640 (10,400,000 px) but fits within the NovaStar VX2000 Pro capacity of 13,000,000 px with a 10% safety margin (load 85.1%), the AI recommends NovaStar VX2000 Pro (20x 1G Ethernet, 4x fiber). 18 Ethernet port(s) and 576 receiving card(s) are required for the 576-cabinet outdoor P8 display."
PRJ-07935,146.98,75.59,11110.22,P10,1280,960,320,160,35:18,Outdoor,6600,3840,44800,23040,4480,2304,10321920,10.322,35,24,840,24,20160,17.093,1,840,Yes,Synchronous,Fiber Distribution System,NovaStar,MX2000 Pro,MX Series,26000000,16384,16384,0,8,1,39.7,"Giant outdoor facades, 8K studios",Smallest economical controller with >=10% headroom: 10.32MP load vs 26.00MP capacity (39.7% utilization); width 4480px <= 16384px and height 2304px <= 16384px limits satisfied.,96,14500,1218000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 4480 x 2304 which equals 10.32 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP1640 (10,400,000 px) but fits within the NovaStar MX2000 Pro capacity of 26,000,000 px with a 10% safety margin (load 39.7%), the AI recommends NovaStar MX2000 Pro (0x 1G Ethernet, 8x fiber). 16 Ethernet port(s) and 840 receiving card(s) are required for the 840-cabinet outdoor P10 display."
PRJ-07936,153.28,65.09,9977.0,P10,640,640,320,160,2.35:1,Outdoor,9300,1920,46720,19840,4672,1984,9269248,9.269,73,31,2263,8,18104,15.35,1,2263,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1620,HD-VP Series,10400000,16384,8192,16,2,1,89.1,Very large budget walls,Smallest economical controller with >=10% headroom: 9.27MP load vs 10.40MP capacity (89.1% utilization); width 4672px <= 16384px and height 1984px <= 8192px limits satisfied.,88,1950,163800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 4672 x 1984 which equals 9.27 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar CX40 Pro (9,200,000 px) but fits within the Huidu HD-VP1620 capacity of 10,400,000 px with a 10% safety margin (load 89.1%), the AI recommends Huidu HD-VP1620 (16x 1G Ethernet, 2x fiber). 15 Ethernet port(s) and 2263 receiving card(s) are required for the 2263-cabinet outdoor P10 display."
PRJ-07937,129.13,34.65,4474.35,P10,960,960,320,160,41:11,Outdoor,8900,3840,39360,10560,3936,1056,4156416,4.156,41,11,451,18,8118,6.883,1,451,Yes,Asynchronous (PC-free),Async Media Player/Card,Colorlight,A800,A Series,6500000,8192,4096,10,0,1,63.9,Giant DOOH billboards,Smallest economical controller with >=10% headroom: 4.16MP load vs 6.50MP capacity (63.9% utilization); width 3936px <= 8192px and height 1056px <= 4096px limits satisfied.,92,1350,113400,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 3936 x 1056 which equals 4.16 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP620 (3,900,000 px) but fits within the Colorlight A800 capacity of 6,500,000 px with a 10% safety margin (load 63.9%), the AI recommends Colorlight A800 (10x 1G Ethernet, 0x fiber). 7 Ethernet port(s) and 451 receiving card(s) are required for the 451-cabinet outdoor P10 display."
PRJ-07938,52.49,50.39,2644.97,P5,640,640,320,160,25:24,Outdoor,5300,1920,16000,15360,3200,3072,9830400,9.83,25,24,600,8,4800,16.279,1,600,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX2000 Pro,VX Series,13000000,16384,8192,20,4,1,75.6,"Large premium rental, studios",Smallest economical controller with >=10% headroom: 9.83MP load vs 13.00MP capacity (75.6% utilization); width 3200px <= 16384px and height 3072px <= 8192px limits satisfied.,88,5900,495600,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 3200 x 3072 which equals 9.83 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP1640 (10,400,000 px) but fits within the NovaStar VX2000 Pro capacity of 13,000,000 px with a 10% safety margin (load 75.6%), the AI recommends NovaStar VX2000 Pro (20x 1G Ethernet, 4x fiber). 16 Ethernet port(s) and 600 receiving card(s) are required for the 600-cabinet outdoor P5 display."
PRJ-07939,3.15,94.49,297.64,P4,960,960,320,160,1:30,Outdoor,4300,3840,960,28800,240,7200,1728000,1.728,1,30,30,18,540,2.862,2,30,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-H4K,A Series,8290000,8192,4096,10,0,2,10.4,4K cloud-managed billboards,"Total pixels 1,728,000 exceed the largest single-unit capacity; 2 synchronized HD-H4K units required (mosaic mode).",71,1440,120960,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 240 x 7200 which equals 1.73 million pixels, exceeding any single controller's capacity. The AI recommends 2x Huidu HD-H4K units cascaded/mosaic-linked (8,290,000 px each), driving the wall in 2 sections with 30 receiving cards."
PRJ-07940,67.19,1.57,105.49,P2.5,640,480,320,160,42.67:1,Indoor,1500,3840,20480,480,8192,192,1572864,1.573,32,1,32,6,192,2.605,1,32,No,Synchronous,Sync Sender/Processor,Huidu,HD-VP410,HD-VP Series,2600000,8192,4096,4,0,1,60.5,"Budget fixed installs, events",Smallest economical controller with >=10% headroom: 1.57MP load vs 2.60MP capacity (60.5% utilization); width 8192px <= 8192px and height 192px <= 4096px limits satisfied.,93,430,36120,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 8192 x 192 which equals 1.57 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight S2 (1,310,000 px) but fits within the Huidu HD-VP410 capacity of 2,600,000 px with a 10% safety margin (load 60.5%), the AI recommends Huidu HD-VP410 (4x 1G Ethernet, 0x fiber). 3 Ethernet port(s) and 32 receiving card(s) are required for the 32-cabinet indoor P2.5 display."
PRJ-07941,245.67,121.78,29917.69,P5,640,640,320,160,2.02:1,Indoor,5500,3840,74880,37120,14976,7424,111181824,111.182,117,58,6786,8,54288,184.117,1,6786,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,1,78.9,"Stadiums, landmark media facades",Smallest economical controller with >=10% headroom: 111.18MP load vs 141.00MP capacity (78.9% utilization); width 14976px <= 65536px and height 7424px <= 65536px limits satisfied.,92,48000,4032000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 14976 x 7424 which equals 111.18 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar H15 (104,000,000 px) but fits within the NovaStar MX6000 Pro capacity of 141,000,000 px with a 10% safety margin (load 78.9%), the AI recommends NovaStar MX6000 Pro (0x 1G Ethernet, 32x fiber). 172 Ethernet port(s) and 6786 receiving card(s) are required for the 6786-cabinet indoor P5 display."
PRJ-07942,14.7,14.17,208.3,P2,640,480,320,160,28:27,Indoor,900,1920,4480,4320,2240,2160,4838400,4.838,7,9,63,6,378,8.012,1,63,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1220,HD-VP Series,7800000,10240,8192,12,2,1,62.0,"Large budget walls, government projects",Smallest economical controller with >=10% headroom: 4.84MP load vs 7.80MP capacity (62.0% utilization); width 2240px <= 10240px and height 2160px <= 8192px limits satisfied.,96,1450,121800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 2240 x 2160 which equals 4.84 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the Huidu HD-VP1220 capacity of 7,800,000 px with a 10% safety margin (load 62.0%), the AI recommends Huidu HD-VP1220 (12x 1G Ethernet, 2x fiber). 8 Ethernet port(s) and 63 receiving card(s) are required for the 63-cabinet indoor P2 display."
PRJ-07943,151.18,9.45,1428.65,P3,960,960,320,160,16:1,Indoor,2100,3840,46080,2880,15360,960,14745600,14.746,48,3,144,18,2592,24.419,1,144,Yes,Synchronous,Fiber Distribution System,NovaStar,MX2000 Pro,MX Series,26000000,16384,16384,0,8,1,56.7,"Giant outdoor facades, 8K studios",Smallest economical controller with >=10% headroom: 14.75MP load vs 26.00MP capacity (56.7% utilization); width 15360px <= 16384px and height 960px <= 16384px limits satisfied.,93,14500,1218000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 15360 x 960 which equals 14.75 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight X20 (13,000,000 px) but fits within the NovaStar MX2000 Pro capacity of 26,000,000 px with a 10% safety margin (load 56.7%), the AI recommends NovaStar MX2000 Pro (0x 1G Ethernet, 8x fiber). 23 Ethernet port(s) and 144 receiving card(s) are required for the 144-cabinet indoor P3 display."
PRJ-07944,55.12,28.79,1586.9,P1.25,600,675,300,168.75,1.91:1,Indoor,700,3840,16800,8775,13440,7020,94348800,94.349,28,13,364,8.0,2912.0,156.242,1,364,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,1,66.9,"Stadiums, landmark media facades",Smallest economical controller with >=10% headroom: 94.35MP load vs 141.00MP capacity (66.9% utilization); width 13440px <= 65536px and height 7020px <= 65536px limits satisfied.,94,48000,4032000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 13440 x 7020 which equals 94.35 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar H15 (104,000,000 px) but fits within the NovaStar MX6000 Pro capacity of 141,000,000 px with a 10% safety margin (load 66.9%), the AI recommends NovaStar MX6000 Pro (0x 1G Ethernet, 32x fiber). 146 Ethernet port(s) and 364 receiving card(s) are required for the 364-cabinet indoor P1.25 display."
